8,cnn.0.weight,0,0
8,cnn.0.bias,0,0
8,cnn.2.weight,0,0
8,cnn.2.bias,0,0
8,cnn.4.weight,0,0
8,cnn.4.bias,0,0
8,linear.weight,0,0
8,linear.bias,0,0
16,cnn.0.weight,0,0
16,cnn.0.bias,0,0
16,cnn.2.weight,0,0
16,cnn.2.bias,0,0
16,cnn.4.weight,0,0
16,cnn.4.bias,0,0
16,linear.weight,0,0
16,linear.bias,0,0
24,cnn.0.weight,0,0
24,cnn.0.bias,0,0
24,cnn.2.weight,0,0
24,cnn.2.bias,0,0
24,cnn.4.weight,0,0
24,cnn.4.bias,0,0
24,linear.weight,0,0
24,linear.bias,0,0
32,cnn.0.weight,0,0
32,cnn.0.bias,0,0
32,cnn.2.weight,0,0
32,cnn.2.bias,0,0
32,cnn.4.weight,0,0
32,cnn.4.bias,0,0
32,linear.weight,0,0
32,linear.bias,0,0
40,cnn.0.weight,0,0
40,cnn.0.bias,0,0
40,cnn.2.weight,0,0
40,cnn.2.bias,0,0
40,cnn.4.weight,0,0
40,cnn.4.bias,0,0
40,linear.weight,0,0
40,linear.bias,0,0
48,cnn.0.weight,0,0
48,cnn.0.bias,0,0
48,cnn.2.weight,0,0
48,cnn.2.bias,0,0
48,cnn.4.weight,0,0
48,cnn.4.bias,0,0
48,linear.weight,0,0
48,linear.bias,0,0
56,cnn.0.weight,0,0
56,cnn.0.bias,0,0
56,cnn.2.weight,0,0
56,cnn.2.bias,0,0
56,cnn.4.weight,0,0
56,cnn.4.bias,0,0
56,linear.weight,0,0
56,linear.bias,0,0
64,cnn.0.weight,0,0
64,cnn.0.bias,0,0
64,cnn.2.weight,0,0
64,cnn.2.bias,0,0
64,cnn.4.weight,0,0
64,cnn.4.bias,0,0
64,linear.weight,0,0
64,linear.bias,0,0
72,cnn.0.weight,0,0
72,cnn.0.bias,0,0
72,cnn.2.weight,0,0
72,cnn.2.bias,0,0
72,cnn.4.weight,0,0
72,cnn.4.bias,0,0
72,linear.weight,0,0
72,linear.bias,0,0
80,cnn.0.weight,0,0
80,cnn.0.bias,0,0
80,cnn.2.weight,0,0
80,cnn.2.bias,0,0
80,cnn.4.weight,0,0
80,cnn.4.bias,0,0
80,linear.weight,0,0
80,linear.bias,0,0
88,cnn.0.weight,0,0
88,cnn.0.bias,0,0
88,cnn.2.weight,0,0
88,cnn.2.bias,0,0
88,cnn.4.weight,0,0
88,cnn.4.bias,0,0
88,linear.weight,0,0
88,linear.bias,0,0
96,cnn.0.weight,0,0
96,cnn.0.bias,0,0
96,cnn.2.weight,0,0
96,cnn.2.bias,0,0
96,cnn.4.weight,0,0
96,cnn.4.bias,0,0
96,linear.weight,0,0
96,linear.bias,0,0
104,cnn.0.weight,0,0
104,cnn.0.bias,0,0
104,cnn.2.weight,0,0
104,cnn.2.bias,0,0
104,cnn.4.weight,0,0
104,cnn.4.bias,0,0
104,linear.weight,0,0
104,linear.bias,0,0
112,cnn.0.weight,0,0
112,cnn.0.bias,0,0
112,cnn.2.weight,0,0
112,cnn.2.bias,0,0
112,cnn.4.weight,0,0
112,cnn.4.bias,0,0
112,linear.weight,0,0
112,linear.bias,0,0
120,cnn.0.weight,0,0
120,cnn.0.bias,0,0
120,cnn.2.weight,0,0
120,cnn.2.bias,0,0
120,cnn.4.weight,0,0
120,cnn.4.bias,0,0
120,linear.weight,0,0
120,linear.bias,0,0
128,cnn.0.weight,0,0
128,cnn.0.bias,0,0
128,cnn.2.weight,0,0
128,cnn.2.bias,0,0
128,cnn.4.weight,0,0
128,cnn.4.bias,0,0
128,linear.weight,0,0
128,linear.bias,0,0
136,cnn.0.weight,0,0
136,cnn.0.bias,0,0
136,cnn.2.weight,0,0
136,cnn.2.bias,0,0
136,cnn.4.weight,0,0
136,cnn.4.bias,0,0
136,linear.weight,0,0
136,linear.bias,0,0
144,cnn.0.weight,0,0
144,cnn.0.bias,0,0
144,cnn.2.weight,0,0
144,cnn.2.bias,0,0
144,cnn.4.weight,0,0
144,cnn.4.bias,0,0
144,linear.weight,0,0
144,linear.bias,0,0
152,cnn.0.weight,0,0
152,cnn.0.bias,0,0
152,cnn.2.weight,0,0
152,cnn.2.bias,0,0
152,cnn.4.weight,0,0
152,cnn.4.bias,0,0
152,linear.weight,0,0
152,linear.bias,0,0
160,cnn.0.weight,0,0
160,cnn.0.bias,0,0
160,cnn.2.weight,0,0
160,cnn.2.bias,0,0
160,cnn.4.weight,0,0
160,cnn.4.bias,0,0
160,linear.weight,0,0
160,linear.bias,0,0
168,cnn.0.weight,0,0
168,cnn.0.bias,0,0
168,cnn.2.weight,0,0
168,cnn.2.bias,0,0
168,cnn.4.weight,0,0
168,cnn.4.bias,0,0
168,linear.weight,0,0
168,linear.bias,0,0
176,cnn.0.weight,0,0
176,cnn.0.bias,0,0
176,cnn.2.weight,0,0
176,cnn.2.bias,0,0
176,cnn.4.weight,0,0
176,cnn.4.bias,0,0
176,linear.weight,0,0
176,linear.bias,0,0
184,cnn.0.weight,0,0
184,cnn.0.bias,0,0
184,cnn.2.weight,0,0
184,cnn.2.bias,0,0
184,cnn.4.weight,0,0
184,cnn.4.bias,0,0
184,linear.weight,0,0
184,linear.bias,0,0
192,cnn.0.weight,0,0
192,cnn.0.bias,0,0
192,cnn.2.weight,0,0
192,cnn.2.bias,0,0
192,cnn.4.weight,0,0
192,cnn.4.bias,0,0
192,linear.weight,0,0
192,linear.bias,0,0
200,cnn.0.weight,0,0
200,cnn.0.bias,0,0
200,cnn.2.weight,0,0
200,cnn.2.bias,0,0
200,cnn.4.weight,0,0
200,cnn.4.bias,0,0
200,linear.weight,0,0
200,linear.bias,0,0
208,cnn.0.weight,0,0
208,cnn.0.bias,0,0
208,cnn.2.weight,0,0
208,cnn.2.bias,0,0
208,cnn.4.weight,0,0
208,cnn.4.bias,0,0
208,linear.weight,0,0
208,linear.bias,0,0
216,cnn.0.weight,0,0
216,cnn.0.bias,0,0
216,cnn.2.weight,0,0
216,cnn.2.bias,0,0
216,cnn.4.weight,0,0
216,cnn.4.bias,0,0
216,linear.weight,0,0
216,linear.bias,0,0
224,cnn.0.weight,0,0
224,cnn.0.bias,0,0
224,cnn.2.weight,0,0
224,cnn.2.bias,0,0
224,cnn.4.weight,0,0
224,cnn.4.bias,0,0
224,linear.weight,0,0
224,linear.bias,0,0
232,cnn.0.weight,0,0
232,cnn.0.bias,0,0
232,cnn.2.weight,0,0
232,cnn.2.bias,0,0
232,cnn.4.weight,0,0
232,cnn.4.bias,0,0
232,linear.weight,0,0
232,linear.bias,0,0
240,cnn.0.weight,0,0
240,cnn.0.bias,0,0
240,cnn.2.weight,0,0
240,cnn.2.bias,0,0
240,cnn.4.weight,0,0
240,cnn.4.bias,0,0
240,linear.weight,0,0
240,linear.bias,0,0
248,cnn.0.weight,0,0
248,cnn.0.bias,0,0
248,cnn.2.weight,0,0
248,cnn.2.bias,0,0
248,cnn.4.weight,0,0
248,cnn.4.bias,0,0
248,linear.weight,0,0
248,linear.bias,0,0
256,cnn.0.weight,0,0
256,cnn.0.bias,0,0
256,cnn.2.weight,0,0
256,cnn.2.bias,0,0
256,cnn.4.weight,0,0
256,cnn.4.bias,0,0
256,linear.weight,0,0
256,linear.bias,0,0
264,cnn.0.weight,0,0
264,cnn.0.bias,0,0
264,cnn.2.weight,0,0
264,cnn.2.bias,0,0
264,cnn.4.weight,0,0
264,cnn.4.bias,0,0
264,linear.weight,0,0
264,linear.bias,0,0
272,cnn.0.weight,0,0
272,cnn.0.bias,0,0
272,cnn.2.weight,0,0
272,cnn.2.bias,0,0
272,cnn.4.weight,0,0
272,cnn.4.bias,0,0
272,linear.weight,0,0
272,linear.bias,0,0
280,cnn.0.weight,0,0
280,cnn.0.bias,0,0
280,cnn.2.weight,0,0
280,cnn.2.bias,0,0
280,cnn.4.weight,0,0
280,cnn.4.bias,0,0
280,linear.weight,0,0
280,linear.bias,0,0
288,cnn.0.weight,0,0
288,cnn.0.bias,0,0
288,cnn.2.weight,0,0
288,cnn.2.bias,0,0
288,cnn.4.weight,0,0
288,cnn.4.bias,0,0
288,linear.weight,0,0
288,linear.bias,0,0
296,cnn.0.weight,0,0
296,cnn.0.bias,0,0
296,cnn.2.weight,0,0
296,cnn.2.bias,0,0
296,cnn.4.weight,0,0
296,cnn.4.bias,0,0
296,linear.weight,0,0
296,linear.bias,0,0
304,cnn.0.weight,0,0
304,cnn.0.bias,0,0
304,cnn.2.weight,0,0
304,cnn.2.bias,0,0
304,cnn.4.weight,0,0
304,cnn.4.bias,0,0
304,linear.weight,0,0
304,linear.bias,0,0
312,cnn.0.weight,0,0
312,cnn.0.bias,0,0
312,cnn.2.weight,0,0
312,cnn.2.bias,0,0
312,cnn.4.weight,0,0
312,cnn.4.bias,0,0
312,linear.weight,0,0
312,linear.bias,0,0
320,cnn.0.weight,0,0
320,cnn.0.bias,0,0
320,cnn.2.weight,0,0
320,cnn.2.bias,0,0
320,cnn.4.weight,0,0
320,cnn.4.bias,0,0
320,linear.weight,0,0
320,linear.bias,0,0
328,cnn.0.weight,0,0
328,cnn.0.bias,0,0
328,cnn.2.weight,0,0
328,cnn.2.bias,0,0
328,cnn.4.weight,0,0
328,cnn.4.bias,0,0
328,linear.weight,0,0
328,linear.bias,0,0
336,cnn.0.weight,0,0
336,cnn.0.bias,0,0
336,cnn.2.weight,0,0
336,cnn.2.bias,0,0
336,cnn.4.weight,0,0
336,cnn.4.bias,0,0
336,linear.weight,0,0
336,linear.bias,0,0
344,cnn.0.weight,0,0
344,cnn.0.bias,0,0
344,cnn.2.weight,0,0
344,cnn.2.bias,0,0
344,cnn.4.weight,0,0
344,cnn.4.bias,0,0
344,linear.weight,0,0
344,linear.bias,0,0
352,cnn.0.weight,0,0
352,cnn.0.bias,0,0
352,cnn.2.weight,0,0
352,cnn.2.bias,0,0
352,cnn.4.weight,0,0
352,cnn.4.bias,0,0
352,linear.weight,0,0
352,linear.bias,0,0
360,cnn.0.weight,0,0
360,cnn.0.bias,0,0
360,cnn.2.weight,0,0
360,cnn.2.bias,0,0
360,cnn.4.weight,0,0
360,cnn.4.bias,0,0
360,linear.weight,0,0
360,linear.bias,0,0
368,cnn.0.weight,0,0
368,cnn.0.bias,0,0
368,cnn.2.weight,0,0
368,cnn.2.bias,0,0
368,cnn.4.weight,0,0
368,cnn.4.bias,0,0
368,linear.weight,0,0
368,linear.bias,0,0
376,cnn.0.weight,0,0
376,cnn.0.bias,0,0
376,cnn.2.weight,0,0
376,cnn.2.bias,0,0
376,cnn.4.weight,0,0
376,cnn.4.bias,0,0
376,linear.weight,0,0
376,linear.bias,0,0
384,cnn.0.weight,0,0
384,cnn.0.bias,0,0
384,cnn.2.weight,0,0
384,cnn.2.bias,0,0
384,cnn.4.weight,0,0
384,cnn.4.bias,0,0
384,linear.weight,0,0
384,linear.bias,0,0
392,cnn.0.weight,0,0
392,cnn.0.bias,0,0
392,cnn.2.weight,0,0
392,cnn.2.bias,0,0
392,cnn.4.weight,0,0
392,cnn.4.bias,0,0
392,linear.weight,0,0
392,linear.bias,0,0
400,cnn.0.weight,0,0
400,cnn.0.bias,0,0
400,cnn.2.weight,0,0
400,cnn.2.bias,0,0
400,cnn.4.weight,0,0
400,cnn.4.bias,0,0
400,linear.weight,0,0
400,linear.bias,0,0
408,cnn.0.weight,0,0
408,cnn.0.bias,0,0
408,cnn.2.weight,0,0
408,cnn.2.bias,0,0
408,cnn.4.weight,0,0
408,cnn.4.bias,0,0
408,linear.weight,0,0
408,linear.bias,0,0
416,cnn.0.weight,0,0
416,cnn.0.bias,0,0
416,cnn.2.weight,0,0
416,cnn.2.bias,0,0
416,cnn.4.weight,0,0
416,cnn.4.bias,0,0
416,linear.weight,0,0
416,linear.bias,0,0
424,cnn.0.weight,0,0
424,cnn.0.bias,0,0
424,cnn.2.weight,0,0
424,cnn.2.bias,0,0
424,cnn.4.weight,0,0
424,cnn.4.bias,0,0
424,linear.weight,0,0
424,linear.bias,0,0
432,cnn.0.weight,0,0
432,cnn.0.bias,0,0
432,cnn.2.weight,0,0
432,cnn.2.bias,0,0
432,cnn.4.weight,0,0
432,cnn.4.bias,0,0
432,linear.weight,0,0
432,linear.bias,0,0
440,cnn.0.weight,0,0
440,cnn.0.bias,0,0
440,cnn.2.weight,0,0
440,cnn.2.bias,0,0
440,cnn.4.weight,0,0
440,cnn.4.bias,0,0
440,linear.weight,0,0
440,linear.bias,0,0
448,cnn.0.weight,0,0
448,cnn.0.bias,0,0
448,cnn.2.weight,0,0
448,cnn.2.bias,0,0
448,cnn.4.weight,0,0
448,cnn.4.bias,0,0
448,linear.weight,0,0
448,linear.bias,0,0
